sn,species,lab_no,sex,pref_age,pref_status,blank_space,postf_age,postf_status,blanck,ageC,statusC,blanck,year,nest_ID,lay_date,Chick_trivial_ID,Ring_ID,site,Relative_hatch_order,hatch_order,age_diff,clutch_size,brood_size,No_fledgelings,Fledged?,Fledge_age,Fledge_mass,Fledge_tarsus,Fledge_FS,Fledge_FSO,blanck,ID_Bio_mom,ID_Bio_dad,paternity_text,paternity,Fledged,got_sender,Excluded_from_sendered,Last_recorded_age_days,Final_status,Details_about_final_status,Issues
1003,WBC,CW15_021,M,10,1,,NA,NA,,10,1,,2015,2015_35,59,"R2,3",GN 76740,Utengule,0.8,3,2,4,4,0,No,NA,NA,NA,NA,NA,,CW15_059,CW15_052,WPO,0,No,No,,10,Dead,"Predated at the nest before fledging, predator unknown",
1004,WBC,CW15_022,M,9,1,,NA,NA,,9,1,,2015,2015_35,59,"R1,4",GN 76741,Utengule,0.4,2,1,4,4,0,No,NA,NA,NA,NA,NA,,CW15_059,CW15_052,WPO,0,No,No,,9,Dead,"Predated at the nest before fledging, predator unknown",
1005,WBC,CW15_023,F,7,1,,NA,NA,,7,1,,2015,2015_35,59,"L1,4",-,Utengule,1,4,3,4,4,0,No,NA,NA,NA,NA,NA,,CW15_059,CW15_052,WPO,0,No,No,,7,Dead,"Predated at the nest before fledging, predator unknown",
1006,WBC,CW15_028,M,9,1,,NA,NA,,9,1,,2015,2015_38,65,"L2,3",NA,Utengule,0.8,3,2,4,4,0,No,NA,NA,NA,NA,NA,,WBC#16,CW15_054,WPO,0,No,No,,9,Dead,"Predated by mammal, at the nest before fledging",
1007,WBC,CW15_029,M,11,1,,NA,NA,,11,1,,2015,2015_38,65,"R2,3",GN 76754,Utengule,0.2,1,0,4,4,0,No,NA,NA,NA,NA,NA,,WBC#16,CW15_054,WPO,0,No,No,,11,Dead,"Predated by mammal, at the nest before fledging",
1008,WBC,CW15_030,F,7,1,,NA,NA,,7,1,,2015,2015_38,65,"L1,4",NA,Utengule,1,4,3,4,4,0,No,NA,NA,NA,NA,NA,,WBC#16,CW15_054,WPO,0,No,No,,7,Dead,"Predated by mammal, at the nest before fledging",
1009,WBC,CW15_031,M,10,1,,NA,NA,,10,1,,2015,2015_38,65,"R1,4",GN 76755,Utengule,0.4,2,1,4,4,0,No,NA,NA,NA,NA,NA,,WBC#16,CW15_054,WPO,0,No,No,,10,Dead,"Predated by mammal, at the nest before fledging",
1010,WBC,CW15_036,M,16,0,,57,0,,57,0,,2015,2015_60,103,"R2,3",GN 76806,Utengule,0.2,1,0,5,4,3,Yes,16,92,30.7,55,24,,CW15_059,CW15_052,WPO,0,Yes,Yes,,57,Censored,This juvenile was last trekked on 23th June 2015  but no signal was obtained on 25 June; the last day of trekking. Possibly juvenile still alive but sender not working.,
1011,WBC,CW15_037,M,17,0,,58,0,,58,0,,2015,2015_60,103,"R1,4",GN 76807,Utengule,0.4,2,1,5,4,3,Yes,17,82,32,59,36,,CW15_059,CW15_052,WPO,0,Yes,Yes,,58,Censored,This juvenile  was still alive and the sender was still giving signal up to the last day of field work on 25 June 2015! Real good..,
1012,WBC,CW15_038,F,18,0,,45,0,,45,0,,2015,2015_60,103,"L2,3",GN 76808,Utengule,0.6,3,2,5,4,3,Yes,17,80.5,28.2,42,16,,CW15_059,CW15_052,WPO,0,Yes,Yes,,45,Censored,This juvenile was last trekked on 13th June 2015 and was in grasses at least 35m S of WAW Nst4(51) with sibling GN 76807. Since then no signal obtained. But when musa was trekking W-RAO a juvenile WBC with ring and sender flew close to W-RAO but the sender was not working. ,
1013,WBC,CW15_044,F,1,1,,NA,NA,,1,1,,2015,2015_64,112,Chick#1,NA,Kapunga,0.4,2,5,5,2,0,No,NA,NA,NA,NA,NA,,CW15_046,CW15_056,WPO,0,No,No,,1,Dead,The chick died in the nest soon after hatching. It hatched after parents had abandoned the nest.,
1014,WBC,CW15_045,M,NA,NA,,NA,NA,,NA,NA,,2015,2015_64,112,Egg#2,NA,Kapunga,0.6,3,6,5,2,0,No,NA,NA,NA,NA,NA,,CW15_046,WBC*11,EPO,1,NA,NA,,NA,Egg sample,Egg sample; Sample from unhatched egg abandoned in W-RAPP/W-PAP Nest(64). ,
1015,WBC,CW16_209,M,NA,NA,,NA,NA,,NA,NA,,2016,2016_03,40,Egg #1,NA,Kapunga,0.2,1,0,4,0,0,No,NA,NA,NA,NA,NA,,CW16_255,CW16_240,WPO,0,NA,NA,,NA,Egg sample,Nest abandoned by parents,
1016,WBC,CW16_210,M,NA,NA,,NA,NA,,NA,NA,,2016,2016_03,40,Egg #2,NA,Kapunga,0.4,2,1,4,0,0,No,NA,NA,NA,NA,NA,,CW16_255,CW16_240,WPO,0,NA,NA,,NA,Egg sample,Nest abandoned by parents,
1017,WBC,CW16_211,M,NA,NA,,NA,NA,,NA,NA,,2016,2016_03,40,Egg #3,NA,Kapunga,0.8,3,3,4,0,0,No,NA,NA,NA,NA,NA,,CW16_255,CW16_240,WPO,0,NA,NA,,NA,Egg sample,Nest abandoned by parents,
1018,WBC,CW16_212,M,NA,NA,,NA,NA,,NA,NA,,2016,2016_03,40,Egg #4,NA,Kapunga,1,4,4,4,0,0,No,NA,NA,NA,NA,NA,,CW16_255,CW16_240,WPO,0,NA,NA,,NA,Egg sample,Nest abandoned by parents,
1019,WBC,CW16_126,M,9,1,,NA,NA,,9,1,,2016,2016_04,30,"R2,3",NA,Kapunga,0.2,1,0,4,4,0,No,NA,NA,NA,NA,NA,,CW16_238,CW15_050,WPO,0,No,No,,9,Dead,Predated by mammal,
1020,WBC,CW16_127,M,8,1,,NA,NA,,8,1,,2016,2016_04,30,"R1,4",NA,Kapunga,0.4,2,1,4,4,0,No,NA,NA,NA,NA,NA,,CW16_238,CW15_050,WPO,0,No,No,,8,Dead,Predated by mammal,
1021,WBC,CW16_128,M,7,1,,NA,NA,,7,1,,2016,2016_04,30,"L2,3",NA,Kapunga,0.8,3,2,4,4,0,No,NA,NA,NA,NA,NA,,CW16_238,CW15_050,WPO,0,No,No,,7,Dead,Predated by mammal,
1022,WBC,CW16_129,F,6,1,,NA,NA,,6,1,,2016,2016_04,30,"L1,4",NA,Kapunga,1,4,3,4,4,0,No,NA,NA,NA,NA,NA,,CW16_238,CW15_050,WPO,0,No,No,,6,Dead,Predated by mammal,
1023,WBC,CW16_213,M,NA,NA,,NA,NA,,NA,NA,,2016,2016_06,42,Egg #2,NA,Kapunga,0.4,2,1,4,0,0,No,NA,NA,NA,NA,NA,,CW13_607,CW16_241,WPO,0,NA,NA,,NA,Egg sample,Egg remained after others got predated,
1024,WBC,CW16_130,M,15,0,,15,1,,15,1,,2016,2016_07,42,"R2,3",GN 76824,Kapunga,0.2,1,0,2,2,2,Yes,15,95,29.9,51.8,21,,CW15_053,WBC*11,WPO,0,Yes,Yes,,15,Dead,Predated by reptile (snake or monitor),
1025,WBC,CW16_131,M,14,0,,15,1,,15,1,,2016,2016_07,42,"L2,3",GN 76825,Kapunga,1,2,1,2,2,2,Yes,14,101,28.5,38.4,0,,CW15_053,WBC*11,WPO,0,Yes,Yes,,15,Dead,Predated by reptile (snake or monitor),
1026,WBC,CW16_132,M,17,0,,66,0,,66,0,,2016,2016_08,30,"R2,3",GN 76819,Kapunga,0.2,1,0,3,3,3,Yes,17,81,31.6,60,31,,WBC#18,CW16_256,WPO,0,Yes,Yes,,66,Censored,moved away from study area,
1027,WBC,CW16_133,F,15,0,,70,0,,70,0,,2016,2016_08,30,"R1,4",GN 76820,Kapunga,0.6,2,2,3,3,3,Yes,15,96,31.8,55,20,,WBC#18,CW16_256,WPO,0,Yes,Yes,,70,Censored,moved away from study area,
1028,WBC,CW16_134,F,14,0,,63,0,,63,0,,2016,2016_08,30,"L2,3",GN 76821,Kapunga,1,3,3,3,3,3,Yes,14,92,30.2,47,15,,WBC#18,CW16_256,WPO,0,Yes,Yes,,63,Censored,moved away from study area,
1029,WBC,CW16_135,F,14,0,,NA,NA,,14,0,,2016,2016_09,22,GN 76816,GN 76816,Kapunga,0.4,2,1,4,2,2,Yes,14,96,30.4,55,22,,CW16_254,CW16_253,WPO,0,Yes,No,,14,Censored,fledged but did not get sender,
1030,WBC,CW16_136,F,13,0,,NA,NA,,13,0,,2016,2016_09,22,GN 76815,GN 76815,Kapunga,0.2,1,0,4,2,2,Yes,13,88,31.5,51,16,,CW16_254,CW16_253,WPO,0,Yes,No,,13,Censored,fledged but did not get sender,
1031,WBC,CW16_137,F,15,0,,125,0,,125,0,,2016,2016_12,37,"R2,3",GN 76827,Kapunga,0.2,1,0,4,3,3,Yes,15,97,31.4,56.9,21,,CW13_293,CW16_246,WPO,0,Yes,Yes,,125,Censored,"No signal, possibly sender battery got empty",
1032,WBC,CW16_138,F,14,0,,14,1,,14,1,,2016,2016_12,37,"R1,4",GN 76831,Kapunga,0.4,2,1,4,3,3,Yes,14,100,29.7,35.1,0,,CW13_293,CW16_246,WPO,0,Yes,Yes,,14,Dead,,
1033,WBC,CW16_139,F,13,0,,13,1,,13,1,,2016,2016_12,37,"L2,3",GN 76832,Kapunga,0.8,3,2,4,3,3,Yes,13,80,26.4,34,0,,CW13_293,CW16_246,WPO,0,Yes,Yes,,13,Dead,,
1034,WBC,CW16_214,F,NA,NA,,NA,NA,,NA,NA,,2016,2016_12,37,Egg#1,NA,Kapunga,1,4,3,4,3,3,No,NA,NA,NA,NA,NA,,CW13_293,CW16_246,WPO,0,NA,NA,,NA,Egg sample,,
1035,WBC,CW16_140,F,14,0,,79,0,,79,0,,2016,2016_13,41,"R2,3",GN 76837,Kapunga,0.2,1,0,4,4,3,Yes,14,86,30,47,0,,CW16_244,CW16_243,WPO,0,Yes,Yes,,79,Censored,"No signal, possibly sender battery empty or juvenile moved far",
1036,WBC,CW16_141,M,14,0,,113,0,,113,0,,2016,2016_13,41,"R1,4",GN 76838,Kapunga,0.4,2,0,4,4,3,Yes,14,86,29,49,0,,CW16_244,CW16_243,WPO,0,Yes,Yes,,113,Censored,"No signal, possibly sender battery empty ",
1037,WBC,CW16_142,M,13,0,,28,0,,28,0,,2016,2016_13,41,"L2,3",GN 76839,Kapunga,0.8,3,1,4,4,3,Yes,13,73,28.7,46,0,,CW16_244,CW16_243,WPO,0,Yes,Yes,,28,Censored,Lost sender,
1038,WBC,CW16_143,M,14,1,,NA,NA,,14,1,,2016,2016_13,41,"L1,4",GN 76840,Kapunga,1,4,2,4,4,3,No,NA,NA,NA,NA,NA,,CW16_244,CW16_243,WPO,0,No,Yes_but_exclude,Predated in the nest,14,Dead,,
1039,WBC,CW16_144,M,14,1,,NA,NA,,14,1,,2016,2016_14,63,"R2,3",GN 76858,Kapunga,0.2,1,0,4,2,0,No,NA,NA,NA,NA,NA,,CW16_238,CW14_028,WPO,0,No,No,,14,Dead,,
1040,WBC,CW16_145,F,12,1,,NA,NA,,12,1,,2016,2016_14,63,"R1,4",NA,Kapunga,0.4,2,2,4,2,0,No,NA,NA,NA,NA,NA,,CW16_238,CW14_028,WPO,0,No,No,,12,Dead,,
1041,WBC,CW16_146,M,13,0,,NA,NA,,13,0,,2016,2016_15,38,GN 76833,GN 76833,Utengule,0.2,1,0,4,3,3,Yes,13,85,28.3,42,11,,CW15_059,CW15_054,WPO,0,Yes,No,,13,Censored,"Fledged, but did not get sender",
1042,WBC,CW16_147,F,12,0,,NA,NA,,12,0,,2016,2016_15,38,GN 76834,GN 76834,Utengule,0.6,2,1,4,3,3,Yes,12,94,29.6,38,0,,CW15_059,CW15_054,WPO,0,Yes,No,,12,Censored,"Fledged, but did not get sender",
1043,WBC,CW16_148,M,11,0,,NA,NA,,11,0,,2016,2016_15,38,GN 76835,GN 76835,Utengule,0.8,3,2,4,3,3,Yes,11,73,25.2,25,0,,CW15_059,CW15_054,WPO,0,Yes,No,,11,Censored,"Fledged, but did not get sender",
1044,WBC,CW16_215,M,NA,NA,,NA,NA,,NA,NA,,2016,2016_16,61,Egg #1,NA,Kapunga,0.2,1,0,4,0,0,No,NA,NA,NA,NA,NA,,CW16_255,CW16_240,WPO,0,NA,NA,,NA,Egg sample,,
1045,WBC,CW16_216,F,NA,NA,,NA,NA,,NA,NA,,2016,2016_16,61,Egg #2,NA,Kapunga,0.4,2,1,4,0,0,No,NA,NA,NA,NA,NA,,CW16_255,CW16_240,WPO,0,NA,NA,,NA,Egg sample,,
1046,WBC,CW16_217,F,NA,NA,,NA,NA,,NA,NA,,2016,2016_16,61,Egg #3,NA,Kapunga,0.8,3,2,4,0,0,No,NA,NA,NA,NA,NA,,CW16_255,CW16_240,WPO,0,NA,NA,,NA,Egg sample,,
1047,WBC,CW16_218,F,NA,NA,,NA,NA,,NA,NA,,2016,2016_16,61,Egg #4,NA,Kapunga,1,4,3,4,0,0,No,NA,NA,NA,NA,NA,,CW16_255,CW16_240,WPO,0,NA,NA,,NA,Egg sample,,
1048,WBC,CW16_219,F,NA,NA,,NA,NA,,NA,NA,,2016,2016_18,61,Egg#4,NA,Kapunga,0.8,4,3,5,0,0,No,NA,NA,NA,NA,NA,,CW16_251,CW16_252,WPO,0,NA,NA,,NA,Egg sample,,
1049,WBC,CW16_149,M,7,1,,NA,NA,,7,1,,2016,2016_20,53,"R2,3",NA,Kapunga,0.2,1,0,2,2,0,No,NA,NA,NA,NA,NA,,CW15_053,CW16_248,WPO,0,No,No,,7,Dead,,
1050,WBC,CW16_150,F,5,1,,NA,NA,,5,1,,2016,2016_20,53,"L2,3",NA,Kapunga,1,2,1,2,2,0,No,NA,NA,NA,NA,NA,,CW15_053,CW16_248,WPO,0,No,No,,5,Dead,,
1051,WBC,CW16_151,M,12,1,,NA,NA,,12,1,,2016,2016_22,78,"R2,3",GN 76873,Kapunga,0.2,1,0,4,1,0,No,NA,NA,NA,NA,NA,,WBC#21,CW15_050,WPO,0,No,No,,12,Dead,,
1052,WBC,CW16_220,F,NA,NA,,NA,NA,,NA,NA,,2016,2016_22,78,Egg#1,NA,Kapunga,0.4,2,NA,4,1,0,No,NA,NA,NA,NA,NA,,WBC#21,CW15_050,WPO,0,NA,NA,,NA,Egg sample,,
1053,WBC,CW16_152,F,13,1,,NA,NA,,13,1,,2016,2016_23,76,"R2,3",GN 76877,Kapunga,0.2,1,0,4,4,0,No,NA,NA,NA,NA,NA,,CW16_255,CW16_240,WPO,0,No,No,,13,Dead,,
1054,WBC,CW16_153,F,10,1,,NA,NA,,10,1,,2016,2016_23,76,"R1,4",GN 76876,Kapunga,0.4,2,1,4,4,0,No,NA,NA,NA,NA,NA,,CW16_255,CW16_240,WPO,0,No,No,,10,Dead,,
1055,WBC,CW16_154,F,10,1,,NA,NA,,10,1,,2016,2016_23,76,"L2,3",NA,Kapunga,0.8,3,2,4,4,0,No,NA,NA,NA,NA,NA,,CW16_255,CW16_240,WPO,0,No,No,,10,Dead,,
1056,WBC,CW16_155,M,11,1,,NA,NA,,11,1,,2016,2016_23,76,"L1,4",NA,Kapunga,1,4,3,4,4,0,No,NA,NA,NA,NA,NA,,CW16_255,CW16_240,WPO,0,No,No,,11,Dead,,
1057,WBC,CW16_233,M,7,1,,NA,NA,,7,1,,2016,2016_27,55,"R2,3",NA,Kapunga,0.2,1,0,4,3,0,No,NA,NA,NA,NA,NA,,CW16_247,CW16_249,WPO,0,No,No,,7,Dead,,
1058,WBC,CW16_234,M,6,1,,NA,NA,,6,1,,2016,2016_27,55,"R1,4",NA,Kapunga,0.4,2,1,4,3,0,No,NA,NA,NA,NA,NA,,CW16_247,CW16_249,WPO,0,No,No,,6,Dead,,
1059,WBC,CW16_235,M,5,1,,NA,NA,,5,1,,2016,2016_27,55,"L2,3",NA,Kapunga,0.8,3,2,4,3,0,No,NA,NA,NA,NA,NA,,CW16_247,CW16_249,WPO,0,No,No,,5,Dead,,
1060,WBC,CW16_156,M,15,0,,50,0,,50,0,,2016,2016_29,67,"R2,3",GN 76859,Kapunga,0.2,1,0,5,4,3,Yes,15,87,30.8,51,26,,CW15_046,CW16_250,WPO,0,Yes,Yes,,50,Censored,"No signal, possibly moved away like observed in other juveniles",
1061,WBC,CW16_157,F,16,0,,55,0,,55,0,,2016,2016_29,67,"R1,4",GN 76862,Kapunga,0.4,2,1,5,4,3,Yes,16,112,32.2,53,23,,CW15_046,CW16_250,WPO,0,Yes,Yes,,55,Censored,"No signal, possibly moved away like observed in other juveniles",
1062,WBC,CW16_158,M,13,0,,25,1,,25,1,,2016,2016_29,67,"L2,3",GN 76871,Kapunga,0.6,3,2,5,4,3,Yes,13,65.5,25,27,0,,CW15_046,CW16_250,WPO,0,Yes,Yes,,25,Dead,,
1063,WBC,CW16_159,F,6,1,,NA,NA,,6,1,,2016,2016_29,67,"L1,4",NA,Kapunga,0.8,4,4,5,4,3,No,NA,NA,NA,NA,NA,,CW15_046,CW16_250,WPO,0,No,No,,6,Dead,,
1064,WBC,CW16_221,F,NA,NA,,NA,NA,,NA,NA,,2016,2016_29,67,Egg#5,NA,Kapunga,1,5,NA,5,4,3,No,NA,NA,NA,NA,NA,,CW15_046,CW16_250,WPO,0,NA,NA,,NA,Egg sample,,
1065,WBC,CW16_160,M,15,0,,25,1,,25,1,,2016,2016_30,68,"L2,3",GN 76865,Kapunga,0.6,3,1,5,4,4,Yes,15,95,30.9,48,15,,CW13_293,CW16_246,WPO,0,Yes,Yes,,25,Dead,,
1066,WBC,CW16_161,F,16,0,,99,0,,99,0,,2016,2016_30,68,"R1,4",GN 76864,Kapunga,0.4,2,0,5,4,4,Yes,16,89,31.7,55,33,,CW13_293,CW16_246,WPO,0,Yes,Yes,,99,Censored,Was alive until last day of field season & its sender was still active,
1067,WBC,CW16_162,F,14,0,,14,1,,14,1,,2016,2016_30,68,"R2,3",GN 76863,Kapunga,0.2,1,0,5,4,4,Yes,14,89,30.4,45,11,,CW13_293,CW16_246,WPO,0,Yes,Yes,,14,Dead,,
1068,WBC,CW16_163,F,12,0,,12,1,,12,1,,2016,2016_30,68,"L1,4",GN 76866,Kapunga,0.8,4,2,5,4,4,Yes,12,71,24,24,0,,CW13_293,CW16_246,WPO,0,Yes,Yes,,12,Dead,,
1069,WBC,CW16_222,M,NA,NA,,NA,NA,,NA,NA,,2016,2016_30,68,Egg#2,NA,Kapunga,1,5,NA,5,4,4,No,NA,NA,NA,NA,NA,,CW13_293,CW16_246,WPO,0,NA,NA,,NA,Egg sample,,
1070,WBC,CW16_164,F,12,0,,34,0,,34,0,,2016,2016_38,59,GN 76851,GN 76851,Kapunga,0.4,2,2,4,3,3,Yes,12,91,31.1,50,22,,CW16_254,CW16_253,WPO,0,Yes,Yes,,34,Censored,Moved far away from study area,
1071,WBC,CW16_165,F,14,0,,60,0,,60,0,,2016,2016_38,59,GN 76850,GN 76850,Kapunga,0.2,1,0,4,3,3,Yes,14,95,31,57,30,,CW16_254,CW16_253,WPO,0,Yes,Yes,,60,Censored,Moved far away from study area,
1072,WBC,CW16_166,F,10,0,,63,0,,63,0,,2016,2016_38,59,GN 76852,GN 76852,Kapunga,0.8,3,2,4,3,3,Yes,10,89,27.5,36,0,,CW16_254,CW16_253,WPO,0,Yes,Yes,,63,Censored,Moved far away from study area,
1073,WBC,CW16_223,M,NA,NA,,NA,NA,,NA,NA,,2016,2016_38,59,Egg#1,NA,Kapunga,1,4,NA,4,3,3,No,NA,NA,NA,NA,NA,,CW16_254,CW16_253,WPO,0,NA,NA,,NA,Egg sample,,
1074,WBC,CW16_167,M,16,0,,17,1,,17,1,,2016,2016_41,86,"R1,4",GN 76898,Kapunga,0.2,1,0,3,2,2,Yes,16,97,32.5,60,24,,CW15_053,CW16_248,WPO,0,Yes,Yes,,17,Dead,,
1075,WBC,CW16_168,F,16,0,,43,1,,43,1,,2016,2016_41,86,"R2,3",GN 76897,Kapunga,0.6,2,0,3,2,2,Yes,16,99,31.6,58,18,,CW15_053,CW16_248,WPO,0,Yes,Yes,,43,Dead,,
1076,WBC,CW16_169,M,16,0,,24,1,,24,1,,2016,2016_42,80,"R2,3",GN 76882,Kapunga,0.4,2,1,5,3,1,Yes,16,107,31.3,51,20,,CW16_239,CW16_260,WPO,0,Yes,Yes,,24,Dead,,
1077,WBC,CW16_170,F,7,1,,NA,NA,,7,1,,2016,2016_42,80,"R1,4",NA,Kapunga,0.6,3,3,5,3,1,No,NA,NA,NA,NA,NA,,CW16_239,CW16_260,WPO,0,No,No,,7,Dead,,
1078,WBC,CW16_236,F,1,1,,NA,NA,,1,1,,2016,2016_42,80,Chick1,NA,Kapunga,0.2,1,0,5,3,1,No,NA,NA,NA,NA,NA,,CW16_239,CW16_260,WPO,0,No,No,,1,Dead,,
1079,WBC,CW16_171,F,18,0,,20,0,,20,0,,2016,2016_43,88,"R2,3",GN 76902,Kapunga,0.2,1,0,4,2,2,Yes,18,105,33.6,62,40,,CW16_257,CW16_242,WPO,0,Yes,Yes,,20,Censored,,
1080,WBC,CW16_172,F,17,0,,47,0,,47,0,,2016,2016_43,88,"R1,4",GN 76909,Kapunga,0.4,2,3,4,2,2,Yes,16,55,29.3,48,22,,CW16_257,CW16_242,WPO,0,Yes,Yes,,47,Censored,Moved far away from study area,
1081,WBC,CW16_224,M,NA,NA,,NA,NA,,NA,NA,,2016,2016_43,88,Egg#1,NA,Kapunga,0.8,3,NA,4,2,2,No,NA,NA,NA,NA,NA,,CW16_257,CW16_242,WPO,0,NA,NA,,NA,Egg sample,,
1082,WBC,CW16_173,M,15,0,,NA,NA,,15,0,,2016,2016_44,85,"R2,3",GN 76901,Kapunga,0.2,1,0,4,4,0,Yes,15,85,29.8,49,12,,CW16_244,CW16_243,WPO,0,Yes,No,,15,Censored,"Fledged, but did not get sender",
1083,WBC,CW16_174,M,15,0,,27,0,,27,0,,2016,2016_44,85,"R1,4",GN 76899,Kapunga,0.4,2,1,4,4,0,Yes,15,76,28.9,45,12,,CW16_244,CW16_243,WPO,0,Yes,Yes,,27,Censored,Lost sender few weeks after fledging,
1084,WBC,CW16_175,M,15,0,,46,0,,46,0,,2016,2016_44,85,"L2,3",GN 76900,Kapunga,0.8,3,2,4,4,0,Yes,15,88,30.3,47,16,,CW16_244,CW16_243,WPO,0,Yes,Yes,,46,Censored,Moved far away from study area,
1085,WBC,CW16_176,M,16,0,,47,0,,47,0,,2016,2016_44,85,"L1,4",GN 76903,Kapunga,1,4,3,4,4,0,Yes,16,79,29.6,52,27,,CW16_244,CW16_243,WPO,0,Yes,Yes,,47,Censored,Moved far away from study area,
1086,WBC,CW16_177,F,9,1,,NA,NA,,9,1,,2016,2016_46,81,"R2,3",NA,Kapunga,0.2,1,0,5,5,1,No,NA,NA,NA,NA,NA,,CW16_247,CW16_249,WPO,0,No,No,,9,Dead,,
1087,WBC,CW16_178,M,8,1,,NA,NA,,8,1,,2016,2016_46,81,"R1,4",NA,Kapunga,0.4,2,1,5,5,1,No,NA,NA,NA,NA,NA,,CW16_247,CW16_249,WPO,0,No,No,,8,Dead,,
1088,WBC,CW16_179,M,13,0,,14,1,,14,1,,2016,2016_46,81,"L2,3",GN 76891,Kapunga,0.6,3,2,5,5,1,Yes,13,83,27.7,35,0,,CW16_247,CW16_249,WPO,0,Yes,Yes,,14,Dead,,
1089,WBC,CW16_180,F,5,1,,NA,NA,,5,1,,2016,2016_46,81,"L1,4",NA,Kapunga,0.8,4,4,5,5,1,No,NA,NA,NA,NA,NA,,CW16_247,CW16_249,WPO,0,No,No,,5,Dead,,
1090,WBC,CW16_181,M,14,0,,43,0,,43,0,,2016,2016_52,80,"R2,3",GN 76883,Kapunga,0.2,1,0,4,4,4,Yes,14,77.5,31,52,17,,WBC#18,CW16_256,WPO,0,Yes,Yes,,43,Censored,"No signal, most likely it moved far from the area",
1091,WBC,CW16_182,M,14,0,,18,1,,18,1,,2016,2016_52,80,"R1,4",GN 76884,Kapunga,0.4,2,0,4,4,4,Yes,14,77.5,30.7,53,15,,WBC#18,CW16_256,WPO,0,Yes,Yes,,18,Dead,,
1092,WBC,CW16_183,F,13,0,,19,0,,19,0,,2016,2016_52,80,"L2,3",GN 76885,Kapunga,0.8,3,1,4,4,4,Yes,13,88.5,30.4,45,14,,WBC#18,CW16_256,WPO,0,Yes,Yes,,19,Censored,"Lost sender, poosibly died since it was never observed again",
1093,WBC,CW16_184,M,12,0,,18,0,,18,0,,2016,2016_52,80,"L1,4",GN 76890,Kapunga,1,4,2,4,4,4,Yes,12,63.5,26.2,31,0,,WBC#18,CW16_256,WPO,0,Yes,Yes,,18,Censored,"Lost sender, poosibly died since it was never observed again",
1094,WBC,CW16_185,F,9,1,,NA,NA,,9,1,,2016,2016_57,105,"R2,3",NA,Kapunga,0.2,1,0,5,5,0,No,NA,NA,NA,NA,NA,,CW15_046,CW16_250,WPO,0,No,No,,9,Dead,,
1095,WBC,CW16_186,M,8,1,,NA,NA,,8,1,,2016,2016_57,105,"R1,4",NA,Kapunga,0.4,2,1,5,5,0,No,NA,NA,NA,NA,NA,,CW15_046,CW16_250,WPO,0,No,No,,8,Dead,,
1096,WBC,CW16_187,F,7,1,,NA,NA,,7,1,,2016,2016_57,105,"L2,3",NA,Kapunga,0.6,3,2,5,5,0,No,NA,NA,NA,NA,NA,,CW15_046,CW16_250,WPO,0,No,No,,7,Dead,,
1097,WBC,CW16_188,M,4,1,,NA,NA,,4,1,,2016,2016_57,105,"L1,4",NA,Kapunga,0.8,4,5,5,5,0,No,NA,NA,NA,NA,NA,,CW15_046,CW16_250,WPO,0,No,No,,4,Dead,,
1098,WBC,CW16_189,M,16,0,,NA,NA,,16,0,,2016,2016_58,79,GN 76893,GN 76893,Kapunga,0.2,1,0,4,4,4,Yes,16,89,30.7,59,36,,WBC#19,WBC*13,WPO,0,Yes,No,,16,Censored,Fledged but did not get sender,
1099,WBC,CW16_190,F,15,0,,NA,NA,,15,0,,2016,2016_58,79,GN 76894,GN 76894,Kapunga,0.4,2,1,4,4,4,Yes,15,85,32,56,34,,WBC#19,WBC*13,WPO,0,Yes,No,,15,Censored,Fledged but did not get sender,
1100,WBC,CW16_191,F,14,0,,NA,NA,,14,0,,2016,2016_58,79,GN 76895,GN 76895,Kapunga,0.8,3,2,4,4,4,Yes,14,87,31.4,55,38,,WBC#19,WBC*13,WPO,0,Yes,No,,14,Censored,Fledged but did not get sender,
1101,WBC,CW16_192,M,13,0,,NA,NA,,13,0,,2016,2016_58,79,GN 76896,GN 76896,Kapunga,1,4,3,4,4,4,Yes,13,78,30.4,44,19,,WBC#19,WBC*13,WPO,0,Yes,No,,13,Censored,Fledged but did not get sender,
1102,WBC,CW16_193,F,14,0,,19,1,,19,1,,2016,2016_59,94,"L2,3",GN 76912,Kapunga,0.6,3,2,5,4,4,Yes,14,82,29.2,43,16,,CW16_238,CW14_028,WPO,0,Yes,Yes,,19,Dead,,
1103,WBC,CW16_194,F,13,0,,NA,NA,,13,0,,2016,2016_59,94,"R2,3",GN 76911,Kapunga,0.4,2,1,5,4,4,Yes,13,79,27.9,40,13,,CW16_238,CW14_028,WPO,0,Yes,No,,13,Censored,Fledged but did not get sender,
1104,WBC,CW16_195,M,14,0,,NA,NA,,14,0,,2016,2016_59,94,"R1,4",GN 76910,Kapunga,0.2,1,0,5,4,4,Yes,14,74,28.3,39,16,,CW16_238,CW14_028,WPO,0,Yes,No,,14,Censored,Fledged but did not get sender,
1105,WBC,CW16_196,M,14,0,,15,1,,15,1,,2016,2016_59,94,"L1,4",GN 76915,Kapunga,0.8,4,4,5,4,4,Yes,14,91,27,40,7,,CW16_238,CW14_028,WPO,0,Yes,Yes,,15,Dead,,
1106,WBC,CW16_207,F,2,1,,NA,NA,,2,1,,2016,2016_60,106,"R2,3",NA,Kapunga,0.2,1,0,4,2,0,No,NA,NA,NA,NA,NA,,CW13_293,CW16_246,WPO,0,No,No,,2,Dead,,
